date,product
2019-03-25,sz159915
2019-03-26,sz159915
2019-03-27,sz159915
2019-03-28,sz159915
2019-03-29,sz159915
2019-04-01,sz159915
2019-04-02,sz159915
2019-04-03,sz159915
2019-04-04,sz159915
2019-04-08,sz159915
2019-04-09,sz159915
2019-04-10,sz159915
2019-04-11,sz159915
2019-04-12,sh510050
2019-04-15,sh510050
2019-04-16,sh510050
2019-04-17,sh510050
2019-04-18,sh510050
2019-04-19,sh510050
2019-04-22,sh510050
2019-04-23,sh510050
2019-04-24,sh510050
2019-04-25,sh510050
2019-04-26,sh510050
2019-04-29,sh510050
2019-04-30,sh510050
2019-05-06,sh510050
2019-05-07,sh510050
2019-05-08,sh510050
2019-05-09,空仓
2019-05-10,sh510050
2019-05-13,空仓
2019-05-14,空仓
2019-05-15,空仓
2019-05-16,空仓
2019-05-17,sh511010
2019-05-20,sh511010
2019-05-21,sh511010
2019-05-22,sh511010
2019-05-23,sh511010
2019-05-24,sh511010
2019-05-27,sh511010
2019-05-28,sh511010
2019-05-29,sh511010
2019-05-30,sh511010
2019-05-31,sh511010
2019-06-03,sh511010
2019-06-04,sh511010
2019-06-05,sh511010
2019-06-06,sh511010
2019-06-10,sh511010
2019-06-11,sh511010
2019-06-12,sh511010
2019-06-13,sh511010
2019-06-14,sh511010
2019-06-17,sh510050
2019-06-18,sh510050
2019-06-19,sh510050
2019-06-20,sh510050
2019-06-21,sh510050
2019-06-24,sh510050
2019-06-25,sh510050
2019-06-26,sh510050
2019-06-27,sh510050
2019-06-28,sh510050
2019-07-01,sh510050
2019-07-02,sh510050
2019-07-03,sh510050
2019-07-04,sh510050
2019-07-05,sh510050
2019-07-08,sh510050
2019-07-09,sh510050
2019-07-10,sh510050
2019-07-11,sh510050
2019-07-12,sh510050
2019-07-15,sh510050
2019-07-16,sz159915
2019-07-17,sz159915
2019-07-18,sh510050
2019-07-19,sz159915
2019-07-22,sh510050
2019-07-23,sz159915
2019-07-24,sz159915
2019-07-25,sz159915
2019-07-26,sz159915
2019-07-29,sz159915
2019-07-30,sz159915
2019-07-31,sz159915
2019-08-01,sz159915
2019-08-02,sz159915
2019-08-05,sh511010
2019-08-06,sh511010
2019-08-07,sh511010
2019-08-08,sh511010
2019-08-09,sh511010
2019-08-12,sh511010
2019-08-13,sh511010
2019-08-14,sz159915
2019-08-15,sz159915
2019-08-16,sz159915
2019-08-19,sz159915
2019-08-20,sz159915
2019-08-21,sz159915
2019-08-22,sz159915
2019-08-23,sz159915
2019-08-26,sz159915
2019-08-27,sz159915
2019-08-28,sz159915
2019-08-29,sz159915
2019-08-30,sz159915
2019-09-02,sz159915
2019-09-03,sz159915
2019-09-04,sz159915
2019-09-05,sz159915
2019-09-06,sz159915
2019-09-09,sz159915
2019-09-10,sz159915
2019-09-11,sz159915
2019-09-12,sz159915
2019-09-16,sz159915
2019-09-17,sz159915
2019-09-18,sz159915
2019-09-19,sz159915
2019-09-20,sz159915
2019-09-23,sz159915
2019-09-24,sz159915
2019-09-25,sz159915
2019-09-26,sh510050
2019-09-27,sz159915
2019-09-30,sz159915
2019-10-08,sh510050
2019-10-09,sz159915
2019-10-10,sz159915
2019-10-11,sh510050
2019-10-14,sh510050
2019-10-15,sh510050
2019-10-16,sh510050
2019-10-17,sh510050
2019-10-18,sh510050
2019-10-21,sh510050
2019-10-22,sh510050
2019-10-23,空仓
2019-10-24,空仓
2019-10-25,空仓
2019-10-28,sh510050
2019-10-29,空仓
